road_id,accident_id,road_type,lighting,road_condition,response_time
R2607,2607,City Road,Street Light,Dry,<10 min
R2608,2608,Rural Road,Dim Light,Wet,10-20 min
R2609,2609,Highway,Street Light,Under Construction,>30 min
R2610,2610,Highway,Street Light,Wet,20-30 min
R2611,2611,Expressway,Street Light,Wet,<10 min
R2612,2612,City Road,Dim Light,Under Construction,>30 min
R2613,2613,Highway,Street Light,Wet,20-30 min
R2614,2614,Rural Road,No Light,Damaged,20-30 min
R2615,2615,Expressway,Daylight,Dry,>30 min
R2616,2616,Expressway,Street Light,Damaged,>30 min
R2617,2617,City Road,Dim Light,Dry,>30 min
R2618,2618,City Road,Daylight,Under Construction,>30 min
R2619,2619,Highway,Street Light,Under Construction,20-30 min
R2620,2620,City Road,Daylight,Dry,20-30 min
R2621,2621,Expressway,Street Light,Wet,>30 min
R2622,2622,Expressway,Daylight,Under Construction,<10 min
R2623,2623,Highway,Daylight,Under Construction,>30 min
R2624,2624,Highway,No Light,Under Construction,>30 min
R2625,2625,City Road,No Light,Wet,<10 min
R2626,2626,Rural Road,Dim Light,Wet,20-30 min
R2627,2627,Rural Road,Street Light,Dry,20-30 min
R2628,2628,City Road,Street Light,Damaged,<10 min
R2629,2629,Expressway,Dim Light,Under Construction,<10 min
R2630,2630,City Road,Daylight,Dry,<10 min
R2631,2631,Rural Road,Dim Light,Dry,20-30 min
R2632,2632,Rural Road,No Light,Under Construction,>30 min
R2633,2633,Highway,Dim Light,Under Construction,>30 min
R2634,2634,Highway,Dim Light,Dry,<10 min
R2635,2635,Highway,Dim Light,Dry,<10 min
R2636,2636,Highway,Daylight,Under Construction,>30 min
R2637,2637,Rural Road,Street Light,Dry,20-30 min
R2638,2638,Rural Road,Dim Light,Wet,20-30 min
R2639,2639,Highway,Dim Light,Dry,10-20 min
R2640,2640,City Road,Dim Light,Dry,>30 min
R2641,2641,Highway,Daylight,Wet,20-30 min
R2642,2642,Expressway,Daylight,Dry,10-20 min
R2643,2643,Expressway,Dim Light,Damaged,10-20 min
R2644,2644,Expressway,Daylight,Damaged,20-30 min
R2645,2645,Highway,Dim Light,Wet,20-30 min
R2646,2646,Rural Road,Daylight,Wet,20-30 min
R2647,2647,Expressway,Daylight,Dry,20-30 min
R2648,2648,Expressway,Dim Light,Dry,20-30 min
R2649,2649,Highway,Street Light,Wet,10-20 min
R2650,2650,Rural Road,Street Light,Damaged,<10 min
R2651,2651,Expressway,Dim Light,Wet,10-20 min
R2652,2652,Expressway,No Light,Damaged,20-30 min
R2653,2653,City Road,No Light,Damaged,<10 min
R2654,2654,Rural Road,Street Light,Damaged,>30 min
R2655,2655,Highway,Dim Light,Wet,10-20 min
R2656,2656,Highway,Street Light,Wet,>30 min
R2657,2657,Highway,Daylight,Dry,>30 min
R2658,2658,Rural Road,Daylight,Under Construction,<10 min
R2659,2659,Expressway,Street Light,Damaged,<10 min
R2660,2660,Highway,No Light,Damaged,10-20 min
R2661,2661,Highway,Dim Light,Wet,<10 min
R2662,2662,Expressway,Dim Light,Dry,>30 min
R2663,2663,Expressway,No Light,Under Construction,>30 min
R2664,2664,City Road,No Light,Dry,>30 min
R2665,2665,Rural Road,No Light,Under Construction,<10 min
R2666,2666,Highway,Street Light,Damaged,10-20 min
R2667,2667,City Road,Dim Light,Dry,10-20 min
R2668,2668,Expressway,No Light,Dry,10-20 min
R2669,2669,Expressway,Daylight,Damaged,>30 min
R2670,2670,Highway,No Light,Under Construction,20-30 min
R2671,2671,Expressway,No Light,Dry,20-30 min
R2672,2672,Rural Road,Daylight,Damaged,>30 min
R2673,2673,Highway,No Light,Dry,>30 min
R2674,2674,Expressway,Dim Light,Damaged,>30 min
R2675,2675,City Road,Dim Light,Damaged,>30 min
R2676,2676,City Road,Dim Light,Dry,<10 min
R2677,2677,Rural Road,Daylight,Wet,10-20 min
R2678,2678,Highway,No Light,Dry,10-20 min
R2679,2679,Expressway,Daylight,Wet,10-20 min
R2680,2680,City Road,No Light,Under Construction,<10 min
R2681,2681,Rural Road,Dim Light,Dry,10-20 min
R2682,2682,Rural Road,Daylight,Under Construction,20-30 min
R2683,2683,Highway,No Light,Under Construction,>30 min
R2684,2684,Rural Road,No Light,Damaged,>30 min
R2685,2685,Rural Road,Dim Light,Under Construction,>30 min
R2686,2686,Highway,Dim Light,Under Construction,20-30 min
R2687,2687,Expressway,No Light,Wet,>30 min
R2688,2688,Expressway,Street Light,Dry,10-20 min
R2689,2689,City Road,Dim Light,Dry,>30 min
R2690,2690,Rural Road,Daylight,Dry,>30 min
R2691,2691,Rural Road,Daylight,Damaged,>30 min
R2692,2692,Highway,No Light,Under Construction,<10 min
R2693,2693,Expressway,Dim Light,Wet,10-20 min
R2694,2694,Highway,Dim Light,Wet,20-30 min
R2695,2695,City Road,Street Light,Damaged,>30 min
R2696,2696,City Road,Dim Light,Under Construction,10-20 min
R2697,2697,Highway,Street Light,Damaged,10-20 min
R2698,2698,Rural Road,Street Light,Damaged,10-20 min
R2699,2699,Expressway,No Light,Wet,<10 min
R2700,2700,Rural Road,Dim Light,Wet,>30 min
R2701,2701,Rural Road,Dim Light,Under Construction,>30 min
R2702,2702,Expressway,Daylight,Under Construction,>30 min
R2703,2703,Rural Road,Street Light,Dry,>30 min
R2704,2704,Expressway,Daylight,Damaged,>30 min
R2705,2705,Rural Road,Daylight,Wet,20-30 min
R2706,2706,City Road,Daylight,Damaged,20-30 min
R2707,2707,Expressway,Street Light,Wet,<10 min
R2708,2708,Rural Road,Daylight,Damaged,<10 min
R2709,2709,Highway,Daylight,Damaged,<10 min
R2710,2710,City Road,Daylight,Wet,10-20 min
R2711,2711,City Road,Dim Light,Under Construction,20-30 min
R2712,2712,City Road,No Light,Damaged,>30 min
R2713,2713,Highway,Dim Light,Damaged,20-30 min
R2714,2714,Highway,Daylight,Wet,<10 min
R2715,2715,City Road,Dim Light,Dry,20-30 min
R2716,2716,Highway,Daylight,Under Construction,20-30 min
R2717,2717,City Road,Street Light,Under Construction,10-20 min
R2718,2718,City Road,No Light,Under Construction,20-30 min
R2719,2719,Rural Road,Daylight,Damaged,10-20 min
R2720,2720,Expressway,Dim Light,Wet,20-30 min
R2721,2721,Highway,Dim Light,Damaged,20-30 min
R2722,2722,Expressway,Daylight,Wet,10-20 min
R2723,2723,Expressway,Dim Light,Wet,<10 min
R2724,2724,City Road,No Light,Wet,<10 min
R2725,2725,Highway,No Light,Under Construction,<10 min
R2726,2726,Rural Road,No Light,Under Construction,>30 min
R2727,2727,City Road,Street Light,Damaged,>30 min
R2728,2728,Expressway,Street Light,Dry,10-20 min
R2729,2729,City Road,No Light,Damaged,20-30 min
R2730,2730,Highway,Street Light,Damaged,>30 min
R2731,2731,Rural Road,Dim Light,Under Construction,<10 min
R2732,2732,Expressway,Street Light,Wet,20-30 min
R2733,2733,City Road,Street Light,Dry,>30 min
R2734,2734,Expressway,Dim Light,Damaged,>30 min
R2735,2735,City Road,Daylight,Under Construction,10-20 min
R2736,2736,Expressway,Daylight,Dry,>30 min
R2737,2737,Highway,Street Light,Wet,>30 min
R2738,2738,City Road,Dim Light,Under Construction,>30 min
R2739,2739,Highway,Street Light,Wet,20-30 min
R2740,2740,Rural Road,Street Light,Damaged,10-20 min
R2741,2741,Expressway,Daylight,Wet,>30 min
R2742,2742,Expressway,Daylight,Under Construction,>30 min
R2743,2743,City Road,Street Light,Wet,<10 min
R2744,2744,Highway,No Light,Dry,20-30 min
R2745,2745,Expressway,Daylight,Damaged,10-20 min
R2746,2746,Expressway,Daylight,Under Construction,20-30 min
R2747,2747,Expressway,No Light,Wet,10-20 min
R2748,2748,Highway,Daylight,Damaged,<10 min
R2749,2749,Rural Road,Dim Light,Wet,10-20 min
R2750,2750,Expressway,No Light,Wet,20-30 min
R2751,2751,Highway,Street Light,Dry,<10 min
R2752,2752,City Road,Street Light,Damaged,<10 min
R2753,2753,City Road,Dim Light,Under Construction,10-20 min
R2754,2754,City Road,No Light,Under Construction,20-30 min
R2755,2755,Rural Road,Dim Light,Wet,<10 min
R2756,2756,Rural Road,Street Light,Damaged,<10 min
R2757,2757,City Road,Daylight,Wet,20-30 min
R2758,2758,Rural Road,Dim Light,Dry,10-20 min
R2759,2759,Highway,Dim Light,Damaged,10-20 min
R2760,2760,Expressway,Street Light,Wet,>30 min
R2761,2761,Expressway,Daylight,Dry,>30 min
R2762,2762,Rural Road,Dim Light,Under Construction,<10 min
R2763,2763,Expressway,No Light,Dry,>30 min
R2764,2764,Highway,Dim Light,Wet,>30 min
R2765,2765,Expressway,No Light,Dry,>30 min
R2766,2766,City Road,Dim Light,Dry,10-20 min
R2767,2767,Rural Road,Daylight,Wet,20-30 min
R2768,2768,City Road,Daylight,Wet,20-30 min
R2769,2769,Rural Road,Daylight,Damaged,10-20 min
R2770,2770,Highway,No Light,Under Construction,20-30 min
R2771,2771,Highway,Dim Light,Dry,<10 min
R2772,2772,Expressway,No Light,Wet,20-30 min
R2773,2773,City Road,Dim Light,Dry,20-30 min
R2774,2774,Expressway,No Light,Damaged,10-20 min
R2775,2775,City Road,No Light,Under Construction,>30 min
R2776,2776,Highway,Dim Light,Wet,10-20 min
R2777,2777,Highway,No Light,Under Construction,<10 min
R2778,2778,Rural Road,Street Light,Wet,<10 min
R2779,2779,Expressway,Street Light,Wet,10-20 min
R2780,2780,Highway,Daylight,Damaged,10-20 min
R2781,2781,Expressway,No Light,Dry,10-20 min
R2782,2782,City Road,No Light,Dry,20-30 min
R2783,2783,Expressway,Daylight,Wet,10-20 min
R2784,2784,Rural Road,Street Light,Wet,<10 min
R2785,2785,Rural Road,No Light,Wet,>30 min
R2786,2786,Highway,Dim Light,Wet,>30 min
R2787,2787,Expressway,Street Light,Under Construction,10-20 min
R2788,2788,Highway,Daylight,Damaged,<10 min
R2789,2789,City Road,Daylight,Damaged,10-20 min
R2790,2790,City Road,Dim Light,Damaged,10-20 min
R2791,2791,City Road,Dim Light,Damaged,20-30 min
R2792,2792,City Road,No Light,Wet,20-30 min
R2793,2793,Rural Road,Dim Light,Wet,<10 min
R2794,2794,Rural Road,Street Light,Wet,20-30 min
R2795,2795,City Road,Dim Light,Wet,<10 min
R2796,2796,Rural Road,Dim Light,Wet,10-20 min
R2797,2797,Highway,Street Light,Dry,<10 min
R2798,2798,Highway,Dim Light,Dry,20-30 min
R2799,2799,Expressway,Dim Light,Under Construction,<10 min
R2800,2800,Highway,No Light,Under Construction,10-20 min
R2801,2801,Highway,Street Light,Under Construction,<10 min
R2802,2802,Expressway,Dim Light,Dry,20-30 min
R2803,2803,Expressway,Street Light,Damaged,20-30 min
R2804,2804,Expressway,No Light,Wet,<10 min
R2805,2805,Highway,Dim Light,Under Construction,<10 min
R2806,2806,City Road,Daylight,Damaged,>30 min
R2807,2807,Expressway,Street Light,Damaged,<10 min
R2808,2808,Highway,Dim Light,Damaged,10-20 min
R2809,2809,Rural Road,Dim Light,Dry,20-30 min
R2810,2810,Highway,Daylight,Wet,<10 min
R2811,2811,Highway,Dim Light,Under Construction,<10 min
R2812,2812,Highway,Dim Light,Dry,<10 min
R2813,2813,Rural Road,Daylight,Wet,10-20 min
R2814,2814,City Road,No Light,Dry,10-20 min
R2815,2815,Expressway,Dim Light,Under Construction,<10 min
R2816,2816,Rural Road,No Light,Dry,10-20 min
R2817,2817,Expressway,Dim Light,Dry,<10 min
R2818,2818,Rural Road,Street Light,Damaged,20-30 min
R2819,2819,Highway,Daylight,Under Construction,20-30 min
R2820,2820,City Road,No Light,Dry,<10 min
R2821,2821,Rural Road,Dim Light,Dry,20-30 min
R2822,2822,Highway,Dim Light,Dry,20-30 min
R2823,2823,Highway,Dim Light,Damaged,<10 min
R2824,2824,City Road,Daylight,Damaged,>30 min
R2825,2825,Expressway,Dim Light,Dry,10-20 min
R2826,2826,Highway,Daylight,Damaged,<10 min
R2827,2827,Rural Road,Daylight,Under Construction,>30 min
R2828,2828,Highway,Street Light,Wet,>30 min
R2829,2829,City Road,Dim Light,Under Construction,>30 min
R2830,2830,Rural Road,Dim Light,Dry,10-20 min
R2831,2831,Highway,No Light,Damaged,20-30 min
R2832,2832,Expressway,Dim Light,Under Construction,>30 min
R2833,2833,Highway,Daylight,Damaged,10-20 min
R2834,2834,Highway,No Light,Under Construction,20-30 min
R2835,2835,Rural Road,Daylight,Under Construction,10-20 min
R2836,2836,Rural Road,Dim Light,Damaged,10-20 min
R2837,2837,Rural Road,Street Light,Dry,20-30 min
R2838,2838,Expressway,Street Light,Wet,<10 min
R2839,2839,Expressway,No Light,Dry,20-30 min
R2840,2840,Rural Road,No Light,Wet,<10 min
R2841,2841,Highway,Daylight,Damaged,10-20 min
R2842,2842,City Road,Street Light,Under Construction,<10 min
R2843,2843,Rural Road,Dim Light,Wet,>30 min
R2844,2844,Expressway,No Light,Dry,10-20 min
R2845,2845,Rural Road,Dim Light,Under Construction,<10 min
R2846,2846,City Road,Street Light,Under Construction,>30 min
R2847,2847,Expressway,No Light,Dry,<10 min
R2848,2848,City Road,Dim Light,Damaged,20-30 min
R2849,2849,Rural Road,No Light,Wet,>30 min
R2850,2850,Rural Road,Dim Light,Dry,<10 min
R2851,2851,Highway,Dim Light,Damaged,20-30 min
R2852,2852,Expressway,Daylight,Under Construction,20-30 min
R2853,2853,City Road,No Light,Under Construction,10-20 min
R2854,2854,Highway,Street Light,Damaged,20-30 min
R2855,2855,City Road,No Light,Under Construction,10-20 min
R2856,2856,Expressway,No Light,Wet,>30 min
R2857,2857,Rural Road,No Light,Dry,20-30 min
R2858,2858,Expressway,Dim Light,Dry,<10 min
R2859,2859,Highway,Street Light,Wet,20-30 min
R2860,2860,Highway,Street Light,Wet,<10 min
R2861,2861,Expressway,Dim Light,Wet,20-30 min
R2862,2862,City Road,Dim Light,Dry,20-30 min
R2863,2863,City Road,Street Light,Under Construction,>30 min
R2864,2864,Highway,Street Light,Under Construction,<10 min
R2865,2865,Rural Road,No Light,Under Construction,20-30 min
R2866,2866,Rural Road,Street Light,Wet,20-30 min
R2867,2867,City Road,Dim Light,Dry,20-30 min
R2868,2868,Rural Road,Dim Light,Dry,10-20 min
R2869,2869,Rural Road,Dim Light,Wet,>30 min
R2870,2870,Highway,Daylight,Dry,>30 min
R2871,2871,City Road,Dim Light,Wet,20-30 min
R2872,2872,Expressway,No Light,Dry,>30 min
R2873,2873,Rural Road,Dim Light,Wet,20-30 min
R2874,2874,Highway,Daylight,Wet,<10 min
R2875,2875,Expressway,Street Light,Wet,>30 min
R2876,2876,Highway,Dim Light,Wet,20-30 min
R2877,2877,Rural Road,Dim Light,Wet,20-30 min
R2878,2878,City Road,Dim Light,Damaged,<10 min
R2879,2879,Highway,No Light,Damaged,>30 min
R2880,2880,Expressway,Street Light,Damaged,>30 min
R2881,2881,Rural Road,Daylight,Wet,10-20 min
R2882,2882,City Road,No Light,Wet,<10 min
R2883,2883,Rural Road,Dim Light,Dry,20-30 min
R2884,2884,City Road,Dim Light,Dry,>30 min
R2885,2885,City Road,Daylight,Damaged,10-20 min
R2886,2886,Expressway,Daylight,Under Construction,>30 min
R2887,2887,Expressway,Street Light,Damaged,10-20 min
R2888,2888,City Road,No Light,Wet,<10 min
R2889,2889,City Road,Daylight,Under Construction,10-20 min
R2890,2890,Rural Road,Daylight,Under Construction,20-30 min
R2891,2891,Expressway,No Light,Dry,10-20 min
R2892,2892,Highway,Street Light,Dry,20-30 min
R2893,2893,City Road,Dim Light,Dry,10-20 min
R2894,2894,Highway,No Light,Dry,<10 min
R2895,2895,City Road,Daylight,Under Construction,>30 min
R2896,2896,Expressway,Street Light,Dry,>30 min
R2897,2897,Rural Road,Street Light,Dry,10-20 min
R2898,2898,City Road,Daylight,Damaged,<10 min
R2899,2899,City Road,Dim Light,Wet,>30 min
R2900,2900,Rural Road,No Light,Wet,10-20 min
R2901,2901,Expressway,Street Light,Wet,>30 min
R2902,2902,City Road,Daylight,Damaged,20-30 min
R2903,2903,Highway,Daylight,Wet,<10 min
R2904,2904,Rural Road,Daylight,Wet,>30 min
R2905,2905,Rural Road,Dim Light,Under Construction,<10 min
R2906,2906,Expressway,Street Light,Damaged,<10 min
R2907,2907,City Road,Dim Light,Dry,<10 min
R2908,2908,Expressway,No Light,Under Construction,20-30 min
R2909,2909,City Road,No Light,Dry,20-30 min
R2910,2910,City Road,Daylight,Wet,<10 min
R2911,2911,Rural Road,Street Light,Under Construction,>30 min
R2912,2912,Expressway,Dim Light,Dry,>30 min
R2913,2913,Highway,Dim Light,Damaged,>30 min
R2914,2914,Rural Road,Dim Light,Wet,>30 min
R2915,2915,Highway,No Light,Under Construction,<10 min
R2916,2916,Rural Road,Daylight,Dry,20-30 min
R2917,2917,Highway,Street Light,Wet,<10 min
R2918,2918,Rural Road,Street Light,Wet,<10 min
R2919,2919,Expressway,Street Light,Under Construction,10-20 min
R2920,2920,Highway,Street Light,Damaged,10-20 min
R2921,2921,Rural Road,No Light,Damaged,<10 min
R2922,2922,Highway,No Light,Damaged,>30 min
R2923,2923,Highway,Street Light,Dry,<10 min
R2924,2924,Highway,Daylight,Wet,<10 min
R2925,2925,City Road,No Light,Damaged,10-20 min
R2926,2926,Rural Road,Street Light,Damaged,<10 min
R2927,2927,Highway,Dim Light,Under Construction,20-30 min
R2928,2928,Rural Road,Daylight,Wet,10-20 min
R2929,2929,Rural Road,Street Light,Wet,>30 min
R2930,2930,Rural Road,Dim Light,Under Construction,<10 min
R2931,2931,Expressway,Daylight,Damaged,20-30 min
R2932,2932,Highway,Dim Light,Dry,>30 min
R2933,2933,Rural Road,Daylight,Under Construction,20-30 min
R2934,2934,City Road,Daylight,Dry,<10 min
R2935,2935,City Road,Street Light,Wet,20-30 min
R2936,2936,Rural Road,Street Light,Damaged,<10 min
R2937,2937,City Road,No Light,Dry,20-30 min
R2938,2938,City Road,Street Light,Wet,10-20 min
R2939,2939,Highway,Daylight,Dry,10-20 min
R2940,2940,Expressway,Street Light,Dry,<10 min
R2941,2941,Expressway,Street Light,Under Construction,<10 min
R2942,2942,City Road,No Light,Dry,10-20 min
R2943,2943,Highway,Street Light,Under Construction,<10 min
R2944,2944,Rural Road,No Light,Under Construction,>30 min
R2945,2945,Expressway,Dim Light,Under Construction,20-30 min
R2946,2946,Highway,No Light,Under Construction,<10 min
R2947,2947,City Road,Street Light,Under Construction,20-30 min
R2948,2948,Rural Road,Dim Light,Wet,<10 min
R2949,2949,Highway,No Light,Dry,20-30 min
R2950,2950,City Road,Dim Light,Wet,<10 min
R2951,2951,Expressway,Street Light,Dry,<10 min
R2952,2952,City Road,Dim Light,Damaged,20-30 min
R2953,2953,Rural Road,Dim Light,Dry,<10 min
R2954,2954,City Road,No Light,Under Construction,<10 min
R2955,2955,Highway,Street Light,Wet,20-30 min
R2956,2956,Expressway,No Light,Wet,<10 min
R2957,2957,Rural Road,Daylight,Damaged,>30 min
R2958,2958,Rural Road,Dim Light,Wet,>30 min
R2959,2959,City Road,Street Light,Under Construction,<10 min
R2960,2960,City Road,Street Light,Under Construction,<10 min
R2961,2961,City Road,Daylight,Damaged,>30 min
R2962,2962,City Road,Street Light,Damaged,10-20 min
R2963,2963,City Road,Street Light,Under Construction,20-30 min
R2964,2964,Rural Road,No Light,Wet,20-30 min
R2965,2965,Rural Road,No Light,Under Construction,10-20 min
R2966,2966,Highway,Street Light,Dry,20-30 min
R2967,2967,Expressway,Dim Light,Under Construction,>30 min
R2968,2968,Expressway,Street Light,Damaged,>30 min
R2969,2969,Expressway,Street Light,Damaged,<10 min
R2970,2970,Highway,No Light,Dry,20-30 min
R2971,2971,Expressway,No Light,Under Construction,20-30 min
R2972,2972,City Road,Street Light,Dry,10-20 min
R2973,2973,City Road,Daylight,Wet,10-20 min
R2974,2974,City Road,Daylight,Damaged,10-20 min
R2975,2975,Rural Road,No Light,Dry,10-20 min
R2976,2976,City Road,Street Light,Damaged,>30 min
R2977,2977,Expressway,Street Light,Under Construction,<10 min
R2978,2978,Rural Road,Street Light,Damaged,10-20 min
R2979,2979,Highway,Street Light,Damaged,10-20 min
R2980,2980,Expressway,Street Light,Wet,>30 min
R2981,2981,Expressway,Street Light,Damaged,10-20 min
R2982,2982,Highway,Daylight,Dry,>30 min
R2983,2983,Highway,Street Light,Under Construction,10-20 min
R2984,2984,City Road,Dim Light,Under Construction,20-30 min
R2985,2985,Highway,No Light,Damaged,10-20 min
R2986,2986,Rural Road,Daylight,Damaged,>30 min
R2987,2987,Rural Road,Daylight,Damaged,20-30 min
R2988,2988,City Road,Street Light,Dry,10-20 min
R2989,2989,Highway,Dim Light,Dry,20-30 min
R2990,2990,Highway,Daylight,Under Construction,<10 min
R2991,2991,Expressway,Daylight,Damaged,20-30 min
R2992,2992,Expressway,Daylight,Damaged,20-30 min
R2993,2993,Highway,Dim Light,Wet,>30 min
R2994,2994,Highway,Daylight,Wet,20-30 min
R2995,2995,Expressway,Street Light,Dry,<10 min
R2996,2996,Highway,Dim Light,Dry,10-20 min
R2997,2997,Expressway,Dim Light,Wet,>30 min
R2998,2998,Expressway,Dim Light,Under Construction,10-20 min
R2999,2999,Rural Road,Dim Light,Under Construction,10-20 min
R3000,3000,Highway,No Light,Under Construction,20-30 min
R3001,3001,Expressway,Daylight,Wet,<10 min
R3002,3002,Rural Road,Daylight,Wet,>30 min
R3003,3003,Expressway,No Light,Dry,10-20 min
R3004,3004,Expressway,Daylight,Under Construction,>30 min
R3005,3005,Highway,No Light,Under Construction,10-20 min
R3006,3006,Highway,No Light,Under Construction,10-20 min
R3007,3007,Rural Road,Daylight,Damaged,10-20 min
R3008,3008,Highway,Street Light,Under Construction,20-30 min
R3009,3009,Rural Road,Street Light,Wet,>30 min
R3010,3010,Highway,Street Light,Under Construction,<10 min
R3011,3011,Expressway,Daylight,Under Construction,<10 min
R3012,3012,City Road,Street Light,Under Construction,10-20 min
R3013,3013,Expressway,Daylight,Under Construction,20-30 min
R3014,3014,Expressway,No Light,Damaged,10-20 min
R3015,3015,City Road,Street Light,Under Construction,20-30 min
R3016,3016,Highway,Street Light,Wet,>30 min
R3017,3017,Expressway,Dim Light,Wet,>30 min
R3018,3018,Highway,Dim Light,Dry,10-20 min
R3019,3019,Highway,Dim Light,Under Construction,20-30 min
R3020,3020,Expressway,Dim Light,Damaged,20-30 min
R3021,3021,Rural Road,Daylight,Damaged,<10 min
R3022,3022,Expressway,Street Light,Under Construction,<10 min
R3023,3023,Expressway,Dim Light,Under Construction,20-30 min
R3024,3024,Expressway,Daylight,Under Construction,10-20 min
R3025,3025,Expressway,Daylight,Dry,10-20 min
R3026,3026,Expressway,Street Light,Wet,10-20 min
R3027,3027,Highway,Daylight,Damaged,<10 min
R3028,3028,Highway,Street Light,Under Construction,20-30 min
R3029,3029,City Road,Dim Light,Damaged,20-30 min
R3030,3030,Highway,No Light,Under Construction,10-20 min
R3031,3031,City Road,No Light,Wet,20-30 min
R3032,3032,Expressway,No Light,Under Construction,>30 min
R3033,3033,Rural Road,Street Light,Wet,>30 min
R3034,3034,Highway,Street Light,Wet,10-20 min
R3035,3035,Rural Road,Street Light,Wet,>30 min
R3036,3036,Expressway,Street Light,Under Construction,>30 min
R3037,3037,City Road,Dim Light,Wet,<10 min
R3038,3038,Expressway,No Light,Damaged,<10 min
R3039,3039,Rural Road,Daylight,Dry,10-20 min
R3040,3040,Rural Road,Daylight,Dry,>30 min
R3041,3041,Expressway,Dim Light,Damaged,20-30 min
R3042,3042,Rural Road,Daylight,Under Construction,>30 min
R3043,3043,City Road,Daylight,Damaged,>30 min
R3044,3044,Rural Road,Daylight,Wet,20-30 min
R3045,3045,City Road,Street Light,Wet,20-30 min
R3046,3046,Expressway,Daylight,Under Construction,20-30 min
R3047,3047,City Road,Daylight,Damaged,10-20 min
R3048,3048,Expressway,Street Light,Wet,20-30 min
R3049,3049,City Road,Dim Light,Dry,>30 min
R3050,3050,Expressway,No Light,Dry,10-20 min
R3051,3051,Expressway,No Light,Damaged,10-20 min
R3052,3052,Rural Road,No Light,Damaged,20-30 min
R3053,3053,Expressway,No Light,Damaged,10-20 min
R3054,3054,Expressway,No Light,Wet,10-20 min
R3055,3055,City Road,Street Light,Dry,10-20 min
R3056,3056,Rural Road,Street Light,Dry,20-30 min
R3057,3057,Highway,Street Light,Wet,>30 min
R3058,3058,City Road,Dim Light,Dry,<10 min
R3059,3059,Rural Road,No Light,Damaged,<10 min
R3060,3060,Rural Road,Street Light,Damaged,20-30 min
R3061,3061,Highway,No Light,Damaged,>30 min
R3062,3062,Highway,Street Light,Dry,>30 min
R3063,3063,City Road,Street Light,Wet,10-20 min
R3064,3064,Rural Road,No Light,Under Construction,10-20 min
R3065,3065,Expressway,Dim Light,Under Construction,20-30 min
R3066,3066,Rural Road,Dim Light,Under Construction,20-30 min
R3067,3067,Expressway,No Light,Damaged,10-20 min
R3068,3068,Highway,Street Light,Under Construction,<10 min
R3069,3069,Expressway,No Light,Under Construction,20-30 min
R3070,3070,Rural Road,Dim Light,Damaged,10-20 min
R3071,3071,City Road,No Light,Damaged,20-30 min
R3072,3072,Rural Road,No Light,Wet,10-20 min
R3073,3073,Highway,No Light,Damaged,>30 min
R3074,3074,Highway,No Light,Dry,20-30 min
R3075,3075,City Road,Dim Light,Damaged,20-30 min
R3076,3076,Expressway,No Light,Damaged,10-20 min
R3077,3077,City Road,Daylight,Damaged,20-30 min
R3078,3078,Rural Road,No Light,Wet,<10 min
R3079,3079,City Road,Dim Light,Under Construction,20-30 min
R3080,3080,Rural Road,Street Light,Under Construction,>30 min
R3081,3081,City Road,Street Light,Wet,>30 min
R3082,3082,Rural Road,Street Light,Dry,>30 min
R3083,3083,Rural Road,Street Light,Wet,10-20 min
R3084,3084,Expressway,Street Light,Under Construction,<10 min
R3085,3085,City Road,Street Light,Damaged,20-30 min
R3086,3086,Rural Road,Street Light,Damaged,>30 min
R3087,3087,City Road,Dim Light,Under Construction,<10 min
R3088,3088,Highway,Dim Light,Dry,20-30 min
R3089,3089,Rural Road,Dim Light,Wet,20-30 min
R3090,3090,City Road,Street Light,Dry,>30 min
R3091,3091,Highway,Daylight,Wet,<10 min
R3092,3092,Expressway,Daylight,Under Construction,<10 min
R3093,3093,Rural Road,Street Light,Dry,10-20 min
R3094,3094,Expressway,Dim Light,Damaged,20-30 min
R3095,3095,City Road,No Light,Under Construction,10-20 min
R3096,3096,Expressway,Dim Light,Wet,>30 min
R3097,3097,Rural Road,Dim Light,Damaged,20-30 min
R3098,3098,Highway,No Light,Dry,10-20 min
R3099,3099,Expressway,Daylight,Wet,10-20 min
R3100,3100,Rural Road,Street Light,Damaged,10-20 min
R3101,3101,Expressway,Street Light,Dry,<10 min
R3102,3102,Highway,Daylight,Dry,<10 min
R3103,3103,Highway,No Light,Dry,10-20 min
R3104,3104,Rural Road,Dim Light,Damaged,<10 min
R3105,3105,Expressway,Street Light,Dry,>30 min
R3106,3106,Expressway,Street Light,Under Construction,10-20 min
R3107,3107,Rural Road,Daylight,Wet,>30 min
R3108,3108,Expressway,Daylight,Under Construction,<10 min
R3109,3109,Highway,Daylight,Under Construction,>30 min
R3110,3110,City Road,Dim Light,Under Construction,<10 min
R3111,3111,City Road,Daylight,Damaged,>30 min
R3112,3112,Rural Road,Dim Light,Damaged,10-20 min
R3113,3113,Expressway,No Light,Dry,>30 min
R3114,3114,City Road,Daylight,Dry,<10 min
R3115,3115,Highway,No Light,Wet,10-20 min
R3116,3116,Expressway,Street Light,Wet,>30 min
R3117,3117,Rural Road,Street Light,Damaged,<10 min
R3118,3118,Expressway,No Light,Dry,>30 min
R3119,3119,Rural Road,Dim Light,Under Construction,>30 min
R3120,3120,Highway,No Light,Damaged,>30 min
R3121,3121,City Road,No Light,Damaged,20-30 min
R3122,3122,Expressway,No Light,Dry,>30 min
