casualty_id,accident_id,injury_type,age
C2350,2350,None,20
C2351,2351,Fatal,17
C2352,2352,Fatal,50
C2353,2353,Fatal,32
C2354,2354,Fatal,7
C2355,2355,Fatal,6
C2356,2356,None,56
C2357,2357,None,42
C2358,2358,None,21
C2359,2359,Fatal,40
C2360,2360,Fatal,16
C2361,2361,Serious,20
C2362,2362,None,24
C2363,2363,None,2
C2364,2364,None,41
C2365,2365,None,74
C2366,2366,None,54
C2367,2367,Minor,17
C2368,2368,Minor,74
C2369,2369,Minor,67
C2370,2370,Serious,32
C2371,2371,Minor,20
C2372,2372,None,70
C2373,2373,Serious,5
C2374,2374,Minor,73
C2375,2375,Fatal,38
C2376,2376,Serious,31
C2377,2377,None,45
C2378,2378,Serious,57
C2379,2379,Serious,31
C2380,2380,None,45
C2381,2381,Serious,48
C2382,2382,Minor,32
C2383,2383,Minor,71
C2384,2384,Fatal,14
C2385,2385,Minor,7
C2386,2386,Serious,42
C2387,2387,Fatal,69
C2388,2388,Minor,64
C2389,2389,Serious,39
C2390,2390,Minor,8
C2391,2391,Minor,53
C2392,2392,Minor,13
C2393,2393,Serious,69
C2394,2394,Serious,13
C2395,2395,Fatal,45
C2396,2396,Serious,52
C2397,2397,None,32
C2398,2398,Minor,66
C2399,2399,Fatal,17
C2400,2400,Fatal,46
C2401,2401,Serious,41
C2402,2402,Minor,14
C2403,2403,None,71
C2404,2404,Minor,57
C2405,2405,None,64
C2406,2406,Minor,31
C2407,2407,Fatal,7
C2408,2408,Minor,65
C2409,2409,Serious,20
C2410,2410,Minor,27
C2411,2411,Minor,35
C2412,2412,Minor,8
C2413,2413,None,50
C2414,2414,None,46
C2415,2415,Serious,51
C2416,2416,Fatal,27
C2417,2417,Minor,35
C2418,2418,Serious,50
C2419,2419,Serious,5
C2420,2420,Fatal,65
C2421,2421,Fatal,41
C2422,2422,Fatal,7
C2423,2423,Minor,25
C2424,2424,Fatal,64
C2425,2425,Minor,75
C2426,2426,Serious,47
C2427,2427,Minor,42
C2428,2428,Minor,47
C2429,2429,Minor,34
C2430,2430,Serious,48
C2431,2431,Serious,68
C2432,2432,None,14
C2433,2433,None,67
C2434,2434,Fatal,59
C2435,2435,Fatal,2
C2436,2436,Fatal,11
C2437,2437,Fatal,58
C2438,2438,Fatal,60
C2439,2439,None,28
C2440,2440,Minor,7
C2441,2441,Fatal,52
C2442,2442,Minor,7
C2443,2443,None,39
C2444,2444,Minor,11
C2445,2445,Fatal,54
C2446,2446,Serious,55
C2447,2447,Serious,58
C2448,2448,None,17
C2449,2449,None,24
C2450,2450,Minor,28
C2451,2451,Serious,25
C2452,2452,None,20
C2453,2453,None,27
C2454,2454,Serious,72
C2455,2455,None,1
C2456,2456,None,51
C2457,2457,Minor,5
C2458,2458,Fatal,22
C2459,2459,Serious,41
C2460,2460,Fatal,36
C2461,2461,Serious,21
C2462,2462,Minor,39
C2463,2463,Fatal,63
C2464,2464,None,22
C2465,2465,None,4
C2466,2466,Fatal,52
C2467,2467,Minor,33
C2468,2468,None,30
C2469,2469,Minor,50
C2470,2470,None,73
C2471,2471,Minor,7
C2472,2472,Serious,25
C2473,2473,Minor,51
C2474,2474,Fatal,69
C2475,2475,Minor,39
C2476,2476,Fatal,45
C2477,2477,Serious,8
C2478,2478,Serious,28
C2479,2479,Fatal,30
C2480,2480,Serious,16
C2481,2481,None,61
C2482,2482,Fatal,46
C2483,2483,Serious,49
C2484,2484,Fatal,21
C2485,2485,Serious,54
C2486,2486,Minor,67
C2487,2487,Minor,9
C2488,2488,Serious,31
C2489,2489,Fatal,30
C2490,2490,None,39
C2491,2491,Serious,69
C2492,2492,None,8
C2493,2493,Fatal,21
C2494,2494,Serious,29
C2495,2495,None,60
C2496,2496,Fatal,48
C2497,2497,None,56
C2498,2498,Minor,48
C2499,2499,Serious,31
C2500,2500,Minor,61
C2501,2501,Minor,70
C2502,2502,None,8
C2503,2503,None,8
C2504,2504,Serious,2
C2505,2505,Fatal,55
C2506,2506,Serious,8
C2507,2507,Serious,28
C2508,2508,Fatal,7
C2509,2509,Serious,56
C2510,2510,Fatal,49
C2511,2511,None,19
C2512,2512,Fatal,23
C2513,2513,Serious,62
C2514,2514,Fatal,55
C2515,2515,Minor,20
C2516,2516,Serious,68
C2517,2517,Minor,55
C2518,2518,Serious,41
C2519,2519,None,25
C2520,2520,None,61
C2521,2521,Minor,10
C2522,2522,Minor,47
C2523,2523,None,74
C2524,2524,Fatal,53
C2525,2525,Minor,41
C2526,2526,Fatal,40
C2527,2527,Fatal,27
C2528,2528,Serious,3
C2529,2529,Serious,54
C2530,2530,Serious,4
C2531,2531,Minor,63
C2532,2532,Fatal,39
C2533,2533,Serious,68
C2534,2534,Serious,3
C2535,2535,None,39
C2536,2536,None,32
C2537,2537,Fatal,41
C2538,2538,Fatal,30
C2539,2539,Fatal,53
C2540,2540,Minor,70
C2541,2541,None,43
C2542,2542,Minor,75
C2543,2543,None,44
C2544,2544,Fatal,23
C2545,2545,None,21
C2546,2546,Fatal,63
C2547,2547,Fatal,19
C2548,2548,Serious,10
C2549,2549,Fatal,24
C2550,2550,Minor,3
C2551,2551,None,49
C2552,2552,Serious,67
C2553,2553,Minor,13
C2554,2554,None,65
C2555,2555,Fatal,13
C2556,2556,Serious,33
C2557,2557,Fatal,51
C2558,2558,Serious,59
C2559,2559,None,57
C2560,2560,Minor,69
C2561,2561,Minor,26
C2562,2562,Fatal,24
C2563,2563,Minor,21
C2564,2564,None,33
C2565,2565,Minor,6
C2566,2566,Minor,23
C2567,2567,Serious,29
C2568,2568,Fatal,62
C2569,2569,Fatal,69
C2570,2570,Fatal,27
C2571,2571,Minor,73
C2572,2572,Minor,44
C2573,2573,None,44
C2574,2574,Fatal,44
C2575,2575,Minor,1
C2576,2576,Serious,10
C2577,2577,Minor,14
C2578,2578,None,41
C2579,2579,Minor,47
C2580,2580,Serious,22
C2581,2581,None,62
C2582,2582,Fatal,3
C2583,2583,Minor,50
C2584,2584,Minor,46
C2585,2585,Minor,46
C2586,2586,Fatal,58
C2587,2587,Fatal,19
C2588,2588,Fatal,37
C2589,2589,None,39
C2590,2590,Fatal,27
C2591,2591,Fatal,32
C2592,2592,Serious,30
C2593,2593,Minor,43
C2594,2594,Fatal,34
C2595,2595,Minor,27
C2596,2596,Minor,73
C2597,2597,Minor,60
C2598,2598,Minor,63
C2599,2599,Minor,47
C2600,2600,Serious,23
C2601,2601,Fatal,67
C2602,2602,Serious,59
C2603,2603,Serious,10
C2604,2604,None,46
C2605,2605,Minor,35
C2606,2606,Fatal,58
C2607,2607,Fatal,45
C2608,2608,Fatal,64
C2609,2609,Serious,59
C2610,2610,Serious,55
C2611,2611,None,30
C2612,2612,Fatal,74
C2613,2613,Fatal,54
C2614,2614,Minor,36
C2615,2615,Serious,34
C2616,2616,Minor,40
C2617,2617,Serious,46
C2618,2618,Minor,62
C2619,2619,Serious,2
C2620,2620,None,11
C2621,2621,Serious,75
C2622,2622,None,32
C2623,2623,Minor,49
C2624,2624,Fatal,52
C2625,2625,Fatal,46
C2626,2626,Minor,62
C2627,2627,None,51
C2628,2628,Minor,34
C2629,2629,None,38
C2630,2630,None,55
C2631,2631,Fatal,58
C2632,2632,Fatal,47
C2633,2633,None,75
C2634,2634,None,43
C2635,2635,Serious,12
C2636,2636,Serious,44
C2637,2637,Serious,23
C2638,2638,Serious,62
C2639,2639,Fatal,11
C2640,2640,Minor,30
C2641,2641,Minor,36
C2642,2642,Fatal,28
C2643,2643,Minor,56
C2644,2644,None,52
C2645,2645,Fatal,65
C2646,2646,Minor,63
C2647,2647,Minor,14
C2648,2648,Minor,45
C2649,2649,Minor,71
C2650,2650,Minor,6
C2651,2651,Fatal,37
C2652,2652,Minor,31
C2653,2653,None,74
C2654,2654,None,35
C2655,2655,Fatal,64
C2656,2656,Minor,64
C2657,2657,Serious,66
C2658,2658,Fatal,3
C2659,2659,Fatal,26
C2660,2660,Fatal,72
C2661,2661,None,63
C2662,2662,None,9
C2663,2663,Fatal,10
C2664,2664,Minor,55
C2665,2665,Minor,50
C2666,2666,None,62
C2667,2667,Minor,54
C2668,2668,Serious,72
C2669,2669,Serious,5
C2670,2670,Fatal,22
C2671,2671,Minor,57
C2672,2672,None,8
C2673,2673,Serious,1
C2674,2674,None,74
C2675,2675,Serious,27
C2676,2676,None,66
C2677,2677,Serious,7
C2678,2678,Minor,18
C2679,2679,None,1
C2680,2680,Serious,27
C2681,2681,Serious,8
C2682,2682,Fatal,38
C2683,2683,Minor,45
C2684,2684,Fatal,69
C2685,2685,Fatal,26
C2686,2686,None,4
C2687,2687,Serious,38
C2688,2688,Serious,23
C2689,2689,None,42
C2690,2690,Fatal,58
C2691,2691,Minor,53
C2692,2692,Minor,39
C2693,2693,Fatal,48
C2694,2694,Minor,22
C2695,2695,Fatal,72
C2696,2696,Serious,11
C2697,2697,Minor,73
C2698,2698,Fatal,65
C2699,2699,Minor,14
C2700,2700,Minor,59
C2701,2701,Serious,15
C2702,2702,Serious,38
C2703,2703,Serious,68
C2704,2704,None,40
C2705,2705,Fatal,14
C2706,2706,Minor,24
C2707,2707,Serious,40
C2708,2708,Minor,69
C2709,2709,Minor,72
C2710,2710,Serious,73
C2711,2711,None,7
C2712,2712,Fatal,57
C2713,2713,Fatal,73
C2714,2714,None,54
C2715,2715,Serious,5
C2716,2716,Serious,1
C2717,2717,Minor,44
C2718,2718,None,47
C2719,2719,None,42
C2720,2720,None,38
C2721,2721,Minor,41
C2722,2722,None,73
C2723,2723,Serious,62
C2724,2724,Minor,63
C2725,2725,Minor,32
C2726,2726,Minor,44
C2727,2727,Serious,5
C2728,2728,Serious,51
C2729,2729,Serious,10
C2730,2730,None,27
C2731,2731,Serious,18
C2732,2732,None,46
C2733,2733,Serious,48
C2734,2734,Minor,31
C2735,2735,Minor,30
C2736,2736,Serious,68
C2737,2737,Serious,6
C2738,2738,None,27
C2739,2739,None,46
C2740,2740,Serious,11
C2741,2741,Minor,5
C2742,2742,None,41
C2743,2743,Fatal,28
C2744,2744,Fatal,49
C2745,2745,Serious,13
C2746,2746,Minor,45
C2747,2747,Serious,55
C2748,2748,None,34
C2749,2749,None,33
C2750,2750,Serious,6
C2751,2751,Minor,49
C2752,2752,None,65
C2753,2753,Serious,41
C2754,2754,None,24
C2755,2755,Fatal,21
C2756,2756,None,69
C2757,2757,Fatal,52
C2758,2758,Fatal,49
C2759,2759,Serious,41
C2760,2760,Minor,29
C2761,2761,Minor,8
C2762,2762,Minor,56
C2763,2763,Minor,16
C2764,2764,Fatal,39
C2765,2765,Minor,16
C2766,2766,Fatal,29
C2767,2767,None,53
C2768,2768,Minor,18
C2769,2769,Serious,39
C2770,2770,None,30
C2771,2771,None,41
C2772,2772,None,62
C2773,2773,None,54
C2774,2774,Minor,45
C2775,2775,Fatal,58
C2776,2776,Fatal,23
C2777,2777,None,59
C2778,2778,None,53
C2779,2779,None,20
C2780,2780,Minor,27
C2781,2781,Fatal,12
C2782,2782,None,3
C2783,2783,Serious,16
C2784,2784,Serious,47
C2785,2785,Fatal,11
C2786,2786,None,16
C2787,2787,Minor,64
C2788,2788,None,9
C2789,2789,Minor,33
C2790,2790,Fatal,1
C2791,2791,None,65
C2792,2792,None,32
C2793,2793,Serious,3
C2794,2794,Fatal,67
C2795,2795,None,37
C2796,2796,None,35
C2797,2797,Fatal,49
C2798,2798,Fatal,32
C2799,2799,Serious,31
C2800,2800,Fatal,56
C2801,2801,Serious,27
C2802,2802,None,50
C2803,2803,Fatal,2
C2804,2804,Minor,22
C2805,2805,Fatal,6
C2806,2806,Minor,64
C2807,2807,None,42
C2808,2808,Minor,54
C2809,2809,Fatal,66
C2810,2810,Minor,43
C2811,2811,Serious,3
C2812,2812,Fatal,7
C2813,2813,Serious,63
C2814,2814,Minor,62
C2815,2815,Fatal,66
C2816,2816,Minor,41
C2817,2817,None,24
C2818,2818,Minor,4
C2819,2819,Minor,26
C2820,2820,None,69
C2821,2821,None,24
C2822,2822,Serious,34
C2823,2823,Serious,15
C2824,2824,Serious,56
C2825,2825,Fatal,26
C2826,2826,Minor,26
C2827,2827,Serious,49
C2828,2828,None,41
C2829,2829,None,5
C2830,2830,Fatal,57
C2831,2831,Minor,19
C2832,2832,None,50
C2833,2833,None,67
C2834,2834,None,45
C2835,2835,Minor,53
C2836,2836,Fatal,41
C2837,2837,Serious,34
C2838,2838,Serious,42
C2839,2839,Minor,71
C2840,2840,Minor,54
C2841,2841,None,9
C2842,2842,Fatal,35
C2843,2843,Minor,29
C2844,2844,Serious,64
C2845,2845,Minor,4
C2846,2846,Minor,72
C2847,2847,None,37
C2848,2848,Minor,74
C2849,2849,Serious,46
C2850,2850,Fatal,54
C2851,2851,Fatal,8
C2852,2852,Minor,70
C2853,2853,Minor,53
C2854,2854,Fatal,13
C2855,2855,None,37
C2856,2856,Fatal,23
C2857,2857,Fatal,13
C2858,2858,None,17
C2859,2859,Fatal,31
C2860,2860,None,18
C2861,2861,Minor,71
C2862,2862,None,53
C2863,2863,Serious,17
C2864,2864,Minor,8
C2865,2865,Serious,9
C2866,2866,None,69
C2867,2867,None,18
C2868,2868,Minor,65
C2869,2869,Serious,17
C2870,2870,None,66
C2871,2871,Fatal,40
C2872,2872,None,49
C2873,2873,Minor,74
C2874,2874,Minor,50
C2875,2875,Minor,49
C2876,2876,Serious,42
C2877,2877,Fatal,74
C2878,2878,None,31
C2879,2879,Fatal,10
C2880,2880,Serious,29
C2881,2881,Serious,14
C2882,2882,None,1
C2883,2883,Serious,10
C2884,2884,Fatal,62
C2885,2885,None,38
C2886,2886,Minor,2
C2887,2887,Serious,1
C2888,2888,None,19
C2889,2889,Serious,39
C2890,2890,Minor,24
C2891,2891,Fatal,50
C2892,2892,None,32
C2893,2893,Serious,34
C2894,2894,None,45
C2895,2895,None,57
C2896,2896,Fatal,34
C2897,2897,Minor,61
C2898,2898,Fatal,18
C2899,2899,None,33
C2900,2900,None,49
C2901,2901,None,49
C2902,2902,Serious,25
C2903,2903,None,49
C2904,2904,Fatal,48
C2905,2905,None,65
C2906,2906,None,33
C2907,2907,Minor,69
C2908,2908,None,66
C2909,2909,Fatal,38
C2910,2910,Serious,11
C2911,2911,Fatal,19
C2912,2912,Serious,32
C2913,2913,Fatal,50
C2914,2914,Minor,10
C2915,2915,None,57
C2916,2916,Minor,41
C2917,2917,Minor,44
C2918,2918,Minor,68
C2919,2919,Fatal,36
C2920,2920,Serious,5
C2921,2921,Minor,45
C2922,2922,Minor,35
C2923,2923,Fatal,13
C2924,2924,Minor,62
C2925,2925,Fatal,9
C2926,2926,None,34
C2927,2927,Fatal,18
C2928,2928,Fatal,65
C2929,2929,None,26
C2930,2930,None,30
C2931,2931,None,41
C2932,2932,Fatal,54
C2933,2933,Fatal,75
C2934,2934,Serious,17
C2935,2935,Fatal,18
C2936,2936,Fatal,24
C2937,2937,Serious,48
C2938,2938,None,20
C2939,2939,Fatal,51
C2940,2940,Serious,56
C2941,2941,Fatal,74
C2942,2942,Serious,53
C2943,2943,Serious,30
C2944,2944,Serious,69
C2945,2945,Minor,39
C2946,2946,Serious,4
C2947,2947,Fatal,51
C2948,2948,Serious,5
C2949,2949,None,16
C2950,2950,Minor,43
C2951,2951,Fatal,7
C2952,2952,Minor,65
C2953,2953,None,44
C2954,2954,None,2
C2955,2955,None,59
C2956,2956,Serious,43
C2957,2957,Serious,64
C2958,2958,Minor,5
C2959,2959,None,20
C2960,2960,Minor,73
C2961,2961,Serious,36
C2962,2962,Serious,38
C2963,2963,Serious,59
C2964,2964,Serious,75
C2965,2965,Fatal,12
C2966,2966,Minor,41
C2967,2967,Fatal,16
C2968,2968,Serious,17
C2969,2969,Serious,63
C2970,2970,Minor,63
C2971,2971,Minor,60
C2972,2972,None,15
C2973,2973,Serious,54
C2974,2974,None,36
C2975,2975,Minor,65
C2976,2976,Minor,8
C2977,2977,None,75
C2978,2978,Fatal,44
C2979,2979,None,53
C2980,2980,Minor,31
C2981,2981,Minor,55
C2982,2982,None,9
C2983,2983,None,57
C2984,2984,Serious,65
C2985,2985,None,26
C2986,2986,Fatal,17
C2987,2987,Serious,29
C2988,2988,None,28
C2989,2989,Minor,47
C2990,2990,Fatal,6
C2991,2991,Serious,11
C2992,2992,Minor,19
C2993,2993,None,70
C2994,2994,Fatal,58
C2995,2995,Serious,62
C2996,2996,Fatal,72
C2997,2997,Fatal,2
C2998,2998,Minor,3
C2999,2999,Fatal,59
C3000,3000,None,57
C3001,3001,None,71
C3002,3002,Serious,57
C3003,3003,Serious,19
C3004,3004,Minor,48
C3005,3005,Serious,31
C3006,3006,Serious,22
C3007,3007,Fatal,2
C3008,3008,Serious,70
C3009,3009,Minor,46
C3010,3010,Fatal,24
C3011,3011,Serious,65
C3012,3012,Minor,75
C3013,3013,None,29
C3014,3014,None,26
C3015,3015,None,21
C3016,3016,None,20
C3017,3017,Minor,69
C3018,3018,Minor,21
C3019,3019,Serious,4
C3020,3020,Minor,53
C3021,3021,Minor,57
C3022,3022,Serious,29
C3023,3023,None,68
C3024,3024,None,4
C3025,3025,Minor,61
C3026,3026,Minor,54
C3027,3027,None,54
C3028,3028,Serious,7
C3029,3029,Serious,30
C3030,3030,Serious,38
C3031,3031,None,2
C3032,3032,Fatal,4
C3033,3033,Minor,27
C3034,3034,Serious,10
C3035,3035,None,20
C3036,3036,Serious,28
C3037,3037,None,44
C3038,3038,Minor,68
C3039,3039,Minor,27
C3040,3040,Minor,18
C3041,3041,None,38
C3042,3042,None,28
C3043,3043,Fatal,9
C3044,3044,Fatal,17
C3045,3045,Serious,13
C3046,3046,None,45
C3047,3047,Minor,71
C3048,3048,None,26
C3049,3049,Minor,2
C3050,3050,Minor,59
C3051,3051,Fatal,31
C3052,3052,Serious,72
C3053,3053,None,13
C3054,3054,Fatal,44
C3055,3055,Minor,39
C3056,3056,Minor,46
C3057,3057,Fatal,16
C3058,3058,Minor,74
C3059,3059,Fatal,52
C3060,3060,None,56
C3061,3061,Fatal,61
C3062,3062,Minor,46
C3063,3063,Minor,70
C3064,3064,Serious,12
C3065,3065,None,7
C3066,3066,Minor,62
C3067,3067,Minor,62
C3068,3068,Serious,71
C3069,3069,Minor,12
C3070,3070,None,74
C3071,3071,None,4
C3072,3072,Fatal,65
C3073,3073,Minor,1
C3074,3074,Minor,23
C3075,3075,Fatal,62
C3076,3076,None,11
C3077,3077,Fatal,24
C3078,3078,Fatal,55
C3079,3079,Fatal,54
C3080,3080,None,53
C3081,3081,Fatal,60
C3082,3082,Fatal,50
C3083,3083,None,63
C3084,3084,None,60
C3085,3085,Fatal,16
C3086,3086,Fatal,63
C3087,3087,Fatal,45
C3088,3088,None,48
C3089,3089,Fatal,56
C3090,3090,None,61
C3091,3091,Fatal,54
C3092,3092,Fatal,34
C3093,3093,Minor,37
C3094,3094,None,32
C3095,3095,Serious,56
C3096,3096,Fatal,40
C3097,3097,Minor,14
C3098,3098,None,49
C3099,3099,Minor,56
C3100,3100,None,45
C3101,3101,Minor,74
C3102,3102,Minor,42
C3103,3103,Fatal,56
C3104,3104,Serious,37
C3105,3105,Minor,37
C3106,3106,Serious,60
C3107,3107,Serious,39
C3108,3108,Minor,15
C3109,3109,None,69
C3110,3110,Fatal,28
C3111,3111,Serious,29
C3112,3112,Serious,73
C3113,3113,None,54
C3114,3114,Minor,40
C3115,3115,Minor,8
C3116,3116,None,71
C3117,3117,Minor,31
C3118,3118,None,70
C3119,3119,Serious,38
C3120,3120,Serious,49
C3121,3121,Serious,49
C3122,3122,Minor,7
C3123,3123,None,18
C3124,3124,Minor,42
C3125,3125,Fatal,62
C3126,3126,None,59
C3127,3127,Fatal,12
C3128,3128,Serious,65
C3129,3129,Minor,13
C3130,3130,None,24
C3131,3131,Minor,45
C3132,3132,Minor,59
C3133,3133,Serious,45
C3134,3134,Serious,40
C3135,3135,Serious,31
C3136,3136,Minor,15
C3137,3137,Serious,19
C3138,3138,Fatal,24
C3139,3139,None,59
C3140,3140,None,23
C3141,3141,Serious,63
C3142,3142,Serious,26
C3143,3143,Minor,30
C3144,3144,Fatal,47
C3145,3145,Minor,38
C3146,3146,None,56
C3147,3147,Serious,9
C3148,3148,Fatal,73
C3149,3149,Fatal,64
C3150,3150,Serious,53
C3151,3151,None,55
C3152,3152,Minor,69
C3153,3153,Minor,56
C3154,3154,Minor,24
C3155,3155,Fatal,72
C3156,3156,None,54
C3157,3157,Minor,58
C3158,3158,Serious,50
C3159,3159,None,50
C3160,3160,Serious,53
C3161,3161,None,66
C3162,3162,None,58
C3163,3163,None,59
C3164,3164,Fatal,17
C3165,3165,Serious,40
C3166,3166,Serious,8
C3167,3167,None,37
C3168,3168,Minor,27
C3169,3169,Minor,29
C3170,3170,None,19
C3171,3171,Fatal,10
C3172,3172,Minor,49
C3173,3173,Fatal,8
C3174,3174,Serious,3
C3175,3175,None,70
C3176,3176,None,36
C3177,3177,Minor,20
C3178,3178,Serious,19
C3179,3179,Minor,32
C3180,3180,Fatal,44
C3181,3181,Fatal,6
C3182,3182,None,53
C3183,3183,Fatal,19
C3184,3184,Serious,58
C3185,3185,Minor,52
C3186,3186,Fatal,12
C3187,3187,Minor,46
C3188,3188,None,36
C3189,3189,None,44
C3190,3190,None,20
C3191,3191,Serious,40
C3192,3192,Serious,72
C3193,3193,Minor,35
C3194,3194,Minor,61
C3195,3195,Minor,44
C3196,3196,Fatal,41
C3197,3197,Serious,54
C3198,3198,Fatal,2
C3199,3199,Serious,12
C3200,3200,Fatal,16
C3201,3201,Minor,66
C3202,3202,Serious,8
C3203,3203,Minor,10
C3204,3204,None,55
C3205,3205,None,14
C3206,3206,Fatal,75
C3207,3207,Fatal,19
C3208,3208,None,33
C3209,3209,Fatal,72
C3210,3210,Minor,5
C3211,3211,None,9
C3212,3212,Fatal,44
C3213,3213,Minor,6
C3214,3214,Fatal,12
C3215,3215,Minor,36
C3216,3216,Fatal,34
C3217,3217,Fatal,39
C3218,3218,Fatal,38
C3219,3219,Fatal,1
C3220,3220,Serious,40
C3221,3221,Minor,25
C3222,3222,Fatal,13
C3223,3223,Fatal,17
C3224,3224,Minor,27
C3225,3225,Serious,25
C3226,3226,Minor,60
C3227,3227,Serious,72
C3228,3228,None,53
C3229,3229,Minor,29
C3230,3230,Fatal,10
C3231,3231,Fatal,73
C3232,3232,Minor,33
C3233,3233,Serious,73
C3234,3234,Minor,21
C3235,3235,Fatal,25
C3236,3236,None,29
C3237,3237,Minor,66
C3238,3238,Fatal,34
C3239,3239,None,25
C3240,3240,Fatal,44
C3241,3241,Fatal,14
C3242,3242,None,65
C3243,3243,None,25
C3244,3244,Fatal,64
C3245,3245,None,1
C3246,3246,Serious,69
C3247,3247,Minor,74
C3248,3248,Serious,36
C3249,3249,Serious,49
C3250,3250,Minor,64
C3251,3251,Serious,75
C3252,3252,None,74
C3253,3253,None,68
C3254,3254,Serious,55
C3255,3255,Minor,67
C3256,3256,Fatal,64
C3257,3257,Serious,28
C3258,3258,Serious,31
C3259,3259,None,20
C3260,3260,Fatal,24
C3261,3261,Fatal,8
C3262,3262,Fatal,28
C3263,3263,Minor,69
C3264,3264,None,21
C3265,3265,Fatal,73
C3266,3266,Minor,17
C3267,3267,Serious,44
C3268,3268,Minor,35
C3269,3269,Minor,40
C3270,3270,Serious,56
C3271,3271,None,48
C3272,3272,None,39
C3273,3273,Fatal,52
C3274,3274,Minor,56
C3275,3275,Minor,74
C3276,3276,Serious,8
C3277,3277,Fatal,26
C3278,3278,Fatal,43
C3279,3279,Fatal,15
C3280,3280,None,8
C3281,3281,None,35
C3282,3282,Serious,12
C3283,3283,Serious,15
C3284,3284,Serious,2
C3285,3285,Serious,40
C3286,3286,Minor,54
C3287,3287,Minor,54
C3288,3288,Minor,4
C3289,3289,Minor,14
C3290,3290,None,56
C3291,3291,Serious,37
C3292,3292,Minor,41
C3293,3293,Serious,48
C3294,3294,Serious,56
C3295,3295,Minor,10
C3296,3296,Fatal,3
C3297,3297,Serious,74
C3298,3298,Serious,32
C3299,3299,Fatal,1
C3300,3300,Fatal,27
C3301,3301,None,4
C3302,3302,None,10
C3303,3303,Fatal,70
C3304,3304,None,50
C3305,3305,None,25
C3306,3306,Minor,31
C3307,3307,Serious,56
C3308,3308,Minor,17
C3309,3309,None,50
C3310,3310,Minor,38
C3311,3311,Serious,57
C3312,3312,Serious,34
C3313,3313,None,22
C3314,3314,Serious,35
C3315,3315,Serious,62
C3316,3316,Minor,20
C3317,3317,None,61
C3318,3318,Fatal,60
C3319,3319,Fatal,61
C3320,3320,Serious,56
C3321,3321,Serious,39
C3322,3322,Fatal,23
C3323,3323,Serious,65
C3324,3324,None,71
C3325,3325,Fatal,71
C3326,3326,Fatal,39
C3327,3327,Minor,56
C3328,3328,Serious,4
C3329,3329,Fatal,23
C3330,3330,None,49
C3331,3331,Serious,73
C3332,3332,None,67
C3333,3333,Serious,44
C3334,3334,Serious,28
C3335,3335,Minor,69
C3336,3336,None,34
C3337,3337,Serious,60
C3338,3338,None,56
C3339,3339,Minor,56
C3340,3340,None,32
C3341,3341,Serious,10
C3342,3342,None,55
C3343,3343,Minor,70
C3344,3344,Serious,57
C3345,3345,Minor,15
C3346,3346,Serious,65
C3347,3347,None,43
C3348,3348,Serious,7
C3349,3349,Fatal,18
C3350,3350,Minor,56
C3351,3351,Serious,35
C3352,3352,Serious,30
C3353,3353,Fatal,63
C3354,3354,Serious,63
C3355,3355,Fatal,8
C3356,3356,None,70
C3357,3357,Minor,12
C3358,3358,Fatal,46
C3359,3359,Serious,42
C3360,3360,None,12
C3361,3361,Minor,22
C3362,3362,Fatal,58
C3363,3363,None,57
C3364,3364,Minor,59
C3365,3365,Minor,9
C3366,3366,Fatal,17
C3367,3367,Serious,41
C3368,3368,Fatal,44
C3369,3369,Fatal,18
C3370,3370,Minor,2
C3371,3371,Fatal,59
C3372,3372,Serious,4
C3373,3373,Serious,32
C3374,3374,Minor,54
C3375,3375,None,48
C3376,3376,Fatal,75
C3377,3377,Fatal,75
C3378,3378,Minor,15
C3379,3379,Fatal,29
C3380,3380,None,65
C3381,3381,Fatal,18
C3382,3382,Fatal,30
C3383,3383,Fatal,26
C3384,3384,None,68
C3385,3385,Fatal,22
C3386,3386,Minor,55
C3387,3387,None,16
C3388,3388,None,31
C3389,3389,Serious,60
C3390,3390,Minor,20
C3391,3391,Minor,44
C3392,3392,Minor,7
C3393,3393,Serious,63
C3394,3394,Fatal,63
C3395,3395,Serious,69
C3396,3396,Fatal,19
C3397,3397,Serious,19
C3398,3398,Minor,75
C3399,3399,Serious,25
C3400,3400,Fatal,16
C3401,3401,Fatal,68
C3402,3402,None,65
C3403,3403,Fatal,37
C3404,3404,Serious,8
C3405,3405,None,53
C3406,3406,Serious,35
C3407,3407,None,42
C3408,3408,Minor,11
C3409,3409,None,6
C3410,3410,Serious,20
C3411,3411,Fatal,67
C3412,3412,Minor,4
C3413,3413,Serious,6
C3414,3414,Fatal,8
C3415,3415,None,58
C3416,3416,Minor,6
C3417,3417,Fatal,1
C3418,3418,Fatal,15
C3419,3419,Fatal,21
C3420,3420,None,44
C3421,3421,Minor,67
C3422,3422,Serious,25
C3423,3423,Fatal,30
C3424,3424,Serious,11
C3425,3425,Serious,56
C3426,3426,None,3
C3427,3427,Serious,46
C3428,3428,Fatal,53
C3429,3429,None,63
C3430,3430,Minor,29
C3431,3431,Minor,55
C3432,3432,None,16
C3433,3433,Minor,28
C3434,3434,None,11
C3435,3435,Minor,29
C3436,3436,Minor,26
C3437,3437,Minor,25
C3438,3438,None,8
C3439,3439,Fatal,35
C3440,3440,Serious,73
C3441,3441,Fatal,14
C3442,3442,None,42
C3443,3443,Serious,51
C3444,3444,None,22
C3445,3445,None,37
