vehicle_id,accident_id,vehicle_type,vehicle_condition,driver_behavior,driver_age,passenger_count
V2508,2508,Van,Poor,Normal,27,1
V2509,2509,Bike,Average,Drunk Driving,25,3
V2510,2510,Auto,Poor,Fatigue,63,5
V2511,2511,Auto,Poor,Normal,41,5
V2512,2512,Bus,Poor,Distracted,46,5
V2513,2513,Bicycle,Poor,Normal,61,3
V2514,2514,Truck,Average,Overspeeding,34,2
V2515,2515,Van,Poor,Drunk Driving,21,3
V2516,2516,Bus,Poor,Normal,39,4
V2517,2517,Bike,Good,Fatigue,42,1
V2518,2518,Car,Average,Normal,54,1
V2519,2519,Truck,Average,Distracted,22,1
V2520,2520,Bus,Poor,Distracted,57,5
V2521,2521,Bicycle,Poor,Drunk Driving,54,4
V2522,2522,Truck,Good,Normal,42,4
V2523,2523,Van,Good,Drunk Driving,61,4
V2524,2524,Bike,Average,Overspeeding,65,3
V2525,2525,Truck,Average,Drunk Driving,23,3
V2526,2526,Bike,Good,Overspeeding,19,3
V2527,2527,Truck,Good,Normal,45,1
V2528,2528,Bike,Good,Drunk Driving,28,5
V2529,2529,Bus,Poor,Distracted,61,4
V2530,2530,Bicycle,Average,Drunk Driving,45,1
V2531,2531,Car,Good,Overspeeding,49,3
V2532,2532,Auto,Poor,Fatigue,57,2
V2533,2533,Auto,Good,Overspeeding,35,2
V2534,2534,Bus,Good,Drunk Driving,22,3
V2535,2535,Bike,Average,Normal,55,5
V2536,2536,Auto,Average,Distracted,41,5
V2537,2537,Truck,Poor,Distracted,52,2
V2538,2538,Truck,Average,Overspeeding,27,4
V2539,2539,Bus,Poor,Drunk Driving,57,5
V2540,2540,Van,Good,Overspeeding,61,5
V2541,2541,Car,Average,Overspeeding,36,5
V2542,2542,Bicycle,Good,Fatigue,22,4
V2543,2543,Bicycle,Average,Drunk Driving,28,4
V2544,2544,Bike,Poor,Overspeeding,31,3
V2545,2545,Van,Poor,Normal,37,1
V2546,2546,Car,Good,Fatigue,43,5
V2547,2547,Bus,Good,Fatigue,52,3
V2548,2548,Car,Average,Overspeeding,61,2
V2549,2549,Bus,Poor,Drunk Driving,37,4
V2550,2550,Bus,Good,Normal,52,4
V2551,2551,Bicycle,Average,Distracted,38,3
V2552,2552,Bike,Poor,Distracted,21,5
V2553,2553,Van,Average,Fatigue,49,1
V2554,2554,Bus,Good,Overspeeding,40,1
V2555,2555,Car,Poor,Distracted,32,3
V2556,2556,Auto,Average,Drunk Driving,59,5
V2557,2557,Truck,Good,Overspeeding,57,3
V2558,2558,Bicycle,Average,Normal,19,3
V2559,2559,Van,Average,Drunk Driving,30,5
V2560,2560,Van,Average,Drunk Driving,29,1
V2561,2561,Bus,Average,Drunk Driving,26,2
V2562,2562,Bus,Average,Distracted,18,1
V2563,2563,Van,Average,Overspeeding,32,1
V2564,2564,Bicycle,Poor,Distracted,59,2
V2565,2565,Van,Average,Distracted,54,2
V2566,2566,Bus,Average,Normal,37,2
V2567,2567,Truck,Good,Distracted,59,5
V2568,2568,Car,Poor,Fatigue,20,3
V2569,2569,Bus,Average,Distracted,64,4
V2570,2570,Bicycle,Good,Overspeeding,37,1
V2571,2571,Bicycle,Good,Overspeeding,30,3
V2572,2572,Auto,Poor,Drunk Driving,48,4
V2573,2573,Truck,Poor,Distracted,44,3
V2574,2574,Bike,Average,Overspeeding,19,4
V2575,2575,Van,Good,Drunk Driving,32,2
V2576,2576,Truck,Good,Drunk Driving,30,4
V2577,2577,Truck,Good,Overspeeding,19,5
V2578,2578,Truck,Average,Overspeeding,59,1
V2579,2579,Van,Good,Drunk Driving,56,4
V2580,2580,Truck,Poor,Distracted,36,1
V2581,2581,Bus,Good,Normal,43,4
V2582,2582,Bike,Average,Overspeeding,54,3
V2583,2583,Van,Good,Distracted,35,2
V2584,2584,Bus,Good,Normal,48,5
V2585,2585,Bus,Average,Normal,50,4
V2586,2586,Bike,Good,Drunk Driving,58,5
V2587,2587,Auto,Poor,Normal,24,1
V2588,2588,Van,Good,Fatigue,21,5
V2589,2589,Auto,Good,Overspeeding,61,1
V2590,2590,Bus,Good,Overspeeding,32,1
V2591,2591,Bus,Average,Overspeeding,25,1
V2592,2592,Auto,Good,Distracted,38,1
V2593,2593,Bus,Average,Fatigue,59,1
V2594,2594,Bike,Good,Normal,63,3
V2595,2595,Bicycle,Average,Distracted,30,2
V2596,2596,Auto,Average,Overspeeding,50,5
V2597,2597,Car,Good,Fatigue,26,5
V2598,2598,Car,Average,Normal,63,2
V2599,2599,Bike,Average,Normal,50,4
V2600,2600,Bike,Poor,Overspeeding,59,3
V2601,2601,Truck,Poor,Fatigue,28,4
V2602,2602,Auto,Average,Drunk Driving,41,5
V2603,2603,Van,Poor,Overspeeding,28,2
V2604,2604,Auto,Poor,Overspeeding,33,2
V2605,2605,Van,Poor,Overspeeding,43,3
V2606,2606,Auto,Good,Normal,20,5
V2607,2607,Auto,Poor,Overspeeding,45,1
V2608,2608,Van,Poor,Drunk Driving,62,4
V2609,2609,Truck,Average,Normal,42,2
V2610,2610,Van,Average,Fatigue,42,2
V2611,2611,Bike,Poor,Distracted,36,4
V2612,2612,Bicycle,Good,Normal,58,1
V2613,2613,Bus,Average,Fatigue,55,2
V2614,2614,Auto,Average,Overspeeding,52,1
V2615,2615,Car,Good,Distracted,40,3
V2616,2616,Bike,Average,Distracted,25,1
V2617,2617,Truck,Average,Overspeeding,63,5
V2618,2618,Bus,Good,Drunk Driving,19,2
V2619,2619,Van,Average,Normal,42,5
V2620,2620,Truck,Good,Normal,41,3
V2621,2621,Truck,Good,Normal,23,2
V2622,2622,Van,Poor,Drunk Driving,30,2
V2623,2623,Bike,Poor,Distracted,44,3
V2624,2624,Van,Good,Distracted,20,4
V2625,2625,Bus,Poor,Overspeeding,22,5
V2626,2626,Bus,Good,Normal,26,1
V2627,2627,Truck,Average,Fatigue,34,3
V2628,2628,Truck,Good,Fatigue,39,1
V2629,2629,Bike,Good,Fatigue,19,1
V2630,2630,Bus,Average,Distracted,27,3
V2631,2631,Truck,Average,Drunk Driving,58,2
V2632,2632,Bicycle,Good,Normal,52,5
V2633,2633,Auto,Average,Fatigue,37,5
V2634,2634,Truck,Poor,Drunk Driving,64,2
V2635,2635,Truck,Poor,Overspeeding,38,3
V2636,2636,Bike,Good,Drunk Driving,43,5
V2637,2637,Truck,Poor,Drunk Driving,54,2
V2638,2638,Truck,Good,Fatigue,51,5
V2639,2639,Auto,Poor,Distracted,28,2
V2640,2640,Bicycle,Average,Distracted,28,5
V2641,2641,Auto,Average,Overspeeding,43,3
V2642,2642,Auto,Average,Distracted,26,3
V2643,2643,Bike,Average,Distracted,49,4
V2644,2644,Truck,Poor,Distracted,60,1
V2645,2645,Truck,Average,Fatigue,35,2
V2646,2646,Bike,Good,Drunk Driving,63,3
V2647,2647,Bike,Good,Overspeeding,28,3
V2648,2648,Van,Average,Normal,22,2
V2649,2649,Car,Good,Fatigue,53,2
V2650,2650,Car,Average,Overspeeding,51,3
V2651,2651,Bus,Good,Fatigue,62,3
V2652,2652,Auto,Average,Drunk Driving,44,1
V2653,2653,Bike,Average,Distracted,24,1
V2654,2654,Van,Poor,Normal,45,1
V2655,2655,Van,Good,Fatigue,43,4
V2656,2656,Van,Average,Distracted,41,4
V2657,2657,Truck,Average,Fatigue,53,1
V2658,2658,Car,Average,Normal,49,1
V2659,2659,Bicycle,Average,Drunk Driving,45,2
V2660,2660,Van,Good,Normal,33,2
V2661,2661,Van,Good,Normal,39,5
V2662,2662,Bike,Poor,Distracted,22,2
V2663,2663,Car,Poor,Normal,49,1
V2664,2664,Car,Average,Fatigue,39,2
V2665,2665,Auto,Average,Fatigue,43,5
V2666,2666,Auto,Good,Drunk Driving,46,2
V2667,2667,Bicycle,Good,Fatigue,62,1
V2668,2668,Bicycle,Poor,Distracted,53,2
V2669,2669,Bus,Average,Overspeeding,22,1
V2670,2670,Auto,Average,Drunk Driving,27,3
V2671,2671,Van,Average,Fatigue,37,5
V2672,2672,Auto,Good,Overspeeding,65,1
V2673,2673,Auto,Average,Normal,36,3
V2674,2674,Bike,Poor,Overspeeding,26,5
V2675,2675,Auto,Good,Normal,45,3
V2676,2676,Bicycle,Good,Normal,23,5
V2677,2677,Van,Average,Drunk Driving,41,3
V2678,2678,Bicycle,Poor,Drunk Driving,53,1
V2679,2679,Van,Average,Drunk Driving,47,2
V2680,2680,Bicycle,Poor,Drunk Driving,33,3
V2681,2681,Van,Poor,Drunk Driving,24,2
V2682,2682,Bus,Poor,Distracted,53,3
V2683,2683,Bicycle,Average,Distracted,65,1
V2684,2684,Bike,Average,Fatigue,38,1
V2685,2685,Truck,Average,Normal,42,3
V2686,2686,Truck,Good,Distracted,36,4
V2687,2687,Bike,Good,Drunk Driving,43,4
V2688,2688,Auto,Average,Distracted,23,4
V2689,2689,Bike,Average,Distracted,23,2
V2690,2690,Auto,Average,Drunk Driving,34,4
V2691,2691,Bicycle,Average,Normal,33,5
V2692,2692,Van,Average,Fatigue,27,2
V2693,2693,Auto,Average,Distracted,28,2
V2694,2694,Car,Average,Normal,51,5
V2695,2695,Car,Good,Drunk Driving,18,2
V2696,2696,Bike,Average,Fatigue,58,4
V2697,2697,Bicycle,Average,Fatigue,31,1
V2698,2698,Bus,Average,Normal,48,5
V2699,2699,Van,Average,Fatigue,41,2
V2700,2700,Bike,Good,Normal,42,2
V2701,2701,Car,Poor,Drunk Driving,38,4
V2702,2702,Bus,Poor,Distracted,24,2
V2703,2703,Truck,Poor,Fatigue,61,4
V2704,2704,Auto,Average,Normal,30,2
V2705,2705,Bus,Good,Distracted,19,5
V2706,2706,Bus,Poor,Overspeeding,47,5
V2707,2707,Van,Good,Normal,61,3
V2708,2708,Car,Good,Fatigue,35,2
V2709,2709,Bus,Good,Distracted,55,3
V2710,2710,Truck,Poor,Overspeeding,43,5
V2711,2711,Truck,Good,Normal,26,2
V2712,2712,Truck,Average,Overspeeding,25,3
V2713,2713,Truck,Good,Normal,34,2
V2714,2714,Van,Average,Normal,40,4
V2715,2715,Bus,Poor,Normal,31,3
V2716,2716,Truck,Good,Drunk Driving,48,4
V2717,2717,Bus,Poor,Distracted,49,3
V2718,2718,Auto,Poor,Distracted,41,5
V2719,2719,Auto,Average,Fatigue,43,5
V2720,2720,Truck,Good,Distracted,18,5
V2721,2721,Car,Average,Fatigue,22,3
V2722,2722,Van,Good,Fatigue,54,5
V2723,2723,Bus,Average,Drunk Driving,57,3
V2724,2724,Bike,Poor,Overspeeding,50,5
V2725,2725,Truck,Poor,Drunk Driving,44,1
V2726,2726,Truck,Good,Drunk Driving,22,3
V2727,2727,Bus,Good,Overspeeding,61,4
V2728,2728,Bike,Good,Normal,63,5
V2729,2729,Bike,Poor,Fatigue,56,4
V2730,2730,Car,Poor,Distracted,27,4
V2731,2731,Truck,Poor,Distracted,20,2
V2732,2732,Car,Poor,Normal,18,3
V2733,2733,Bicycle,Average,Distracted,33,1
V2734,2734,Car,Poor,Normal,26,1
V2735,2735,Car,Poor,Distracted,39,1
V2736,2736,Auto,Good,Drunk Driving,21,2
V2737,2737,Van,Good,Distracted,35,5
V2738,2738,Truck,Good,Normal,49,2
V2739,2739,Van,Good,Normal,59,3
V2740,2740,Truck,Average,Distracted,61,3
V2741,2741,Bicycle,Average,Fatigue,53,3
V2742,2742,Car,Good,Overspeeding,45,4
V2743,2743,Bicycle,Good,Overspeeding,20,1
V2744,2744,Truck,Poor,Fatigue,21,4
V2745,2745,Truck,Poor,Distracted,35,3
V2746,2746,Auto,Good,Normal,46,3
V2747,2747,Auto,Good,Fatigue,28,4
V2748,2748,Auto,Average,Distracted,39,2
V2749,2749,Bus,Good,Drunk Driving,46,4
V2750,2750,Truck,Average,Drunk Driving,54,4
V2751,2751,Bus,Good,Normal,26,4
V2752,2752,Van,Poor,Overspeeding,57,2
V2753,2753,Van,Good,Overspeeding,21,5
V2754,2754,Auto,Poor,Distracted,56,5
V2755,2755,Bicycle,Average,Fatigue,44,4
V2756,2756,Bicycle,Average,Normal,41,5
V2757,2757,Bicycle,Good,Drunk Driving,48,3
V2758,2758,Auto,Average,Drunk Driving,43,1
V2759,2759,Bike,Good,Overspeeding,59,1
V2760,2760,Car,Good,Drunk Driving,63,5
V2761,2761,Bike,Poor,Overspeeding,45,1
V2762,2762,Bike,Good,Fatigue,56,1
V2763,2763,Car,Poor,Fatigue,24,1
V2764,2764,Bus,Good,Fatigue,41,3
V2765,2765,Car,Good,Drunk Driving,40,4
V2766,2766,Car,Average,Normal,25,5
V2767,2767,Bike,Average,Distracted,54,2
V2768,2768,Car,Average,Overspeeding,38,4
V2769,2769,Auto,Average,Drunk Driving,54,3
V2770,2770,Truck,Average,Drunk Driving,36,3
V2771,2771,Truck,Average,Overspeeding,36,3
V2772,2772,Car,Poor,Normal,42,2
V2773,2773,Van,Poor,Fatigue,21,4
V2774,2774,Bus,Average,Fatigue,20,1
V2775,2775,Car,Average,Drunk Driving,64,2
V2776,2776,Van,Poor,Overspeeding,23,1
V2777,2777,Bicycle,Good,Distracted,30,3
V2778,2778,Car,Average,Fatigue,41,4
V2779,2779,Car,Average,Drunk Driving,55,5
V2780,2780,Van,Good,Distracted,47,4
V2781,2781,Van,Poor,Drunk Driving,60,2
V2782,2782,Car,Poor,Fatigue,33,3
V2783,2783,Truck,Poor,Distracted,45,4
V2784,2784,Bus,Average,Overspeeding,38,5
V2785,2785,Auto,Poor,Normal,42,4
V2786,2786,Truck,Good,Fatigue,30,4
V2787,2787,Car,Average,Drunk Driving,44,2
V2788,2788,Truck,Poor,Overspeeding,55,2
V2789,2789,Auto,Poor,Overspeeding,22,2
V2790,2790,Bus,Poor,Overspeeding,61,4
V2791,2791,Auto,Poor,Distracted,23,5
V2792,2792,Car,Good,Distracted,53,3
V2793,2793,Bicycle,Average,Normal,60,5
V2794,2794,Auto,Average,Overspeeding,40,1
V2795,2795,Car,Good,Normal,40,1
V2796,2796,Bicycle,Average,Normal,29,5
V2797,2797,Bicycle,Average,Distracted,47,5
V2798,2798,Bicycle,Good,Normal,27,4
V2799,2799,Car,Poor,Overspeeding,24,4
V2800,2800,Van,Poor,Drunk Driving,57,2
V2801,2801,Car,Average,Fatigue,45,3
V2802,2802,Van,Average,Fatigue,24,1
V2803,2803,Bus,Good,Overspeeding,56,3
V2804,2804,Bicycle,Good,Normal,59,1
V2805,2805,Bus,Poor,Overspeeding,40,5
V2806,2806,Bicycle,Good,Drunk Driving,36,3
V2807,2807,Bike,Average,Normal,44,5
V2808,2808,Car,Average,Distracted,55,5
V2809,2809,Bus,Good,Normal,59,5
V2810,2810,Bus,Good,Overspeeding,36,3
V2811,2811,Bicycle,Good,Overspeeding,27,5
V2812,2812,Bicycle,Good,Distracted,43,5
V2813,2813,Bicycle,Poor,Distracted,41,3
V2814,2814,Van,Poor,Normal,58,1
V2815,2815,Truck,Poor,Distracted,49,4
V2816,2816,Bus,Average,Drunk Driving,37,1
V2817,2817,Auto,Average,Overspeeding,62,5
V2818,2818,Car,Good,Distracted,25,1
V2819,2819,Bus,Good,Overspeeding,55,4
V2820,2820,Auto,Poor,Distracted,55,4
V2821,2821,Car,Poor,Fatigue,45,2
V2822,2822,Bicycle,Good,Distracted,20,5
V2823,2823,Car,Poor,Drunk Driving,33,3
V2824,2824,Car,Poor,Normal,43,2
V2825,2825,Car,Poor,Normal,34,2
V2826,2826,Car,Average,Drunk Driving,41,3
V2827,2827,Bus,Good,Fatigue,23,5
V2828,2828,Truck,Good,Normal,22,4
V2829,2829,Bicycle,Good,Normal,19,2
V2830,2830,Bike,Poor,Fatigue,39,4
V2831,2831,Van,Average,Distracted,59,4
V2832,2832,Auto,Good,Fatigue,24,3
V2833,2833,Bike,Poor,Distracted,53,2
V2834,2834,Bicycle,Good,Distracted,38,5
V2835,2835,Van,Average,Distracted,52,2
V2836,2836,Truck,Average,Drunk Driving,30,4
V2837,2837,Auto,Poor,Fatigue,40,2
V2838,2838,Car,Good,Fatigue,27,5
V2839,2839,Truck,Average,Drunk Driving,57,3
V2840,2840,Bike,Good,Drunk Driving,47,2
V2841,2841,Bicycle,Poor,Distracted,45,2
V2842,2842,Auto,Poor,Fatigue,42,3
V2843,2843,Truck,Poor,Overspeeding,59,2
V2844,2844,Van,Poor,Normal,21,5
V2845,2845,Auto,Good,Drunk Driving,24,4
V2846,2846,Car,Average,Overspeeding,32,3
V2847,2847,Bike,Good,Fatigue,47,4
V2848,2848,Bus,Poor,Overspeeding,62,1
V2849,2849,Bicycle,Poor,Distracted,65,3
V2850,2850,Truck,Average,Fatigue,33,1
V2851,2851,Bike,Good,Drunk Driving,43,4
V2852,2852,Auto,Good,Overspeeding,34,2
V2853,2853,Bicycle,Average,Distracted,47,2
V2854,2854,Truck,Poor,Drunk Driving,47,5
V2855,2855,Van,Good,Overspeeding,47,3
V2856,2856,Bus,Poor,Distracted,33,5
V2857,2857,Car,Average,Overspeeding,65,1
V2858,2858,Bicycle,Good,Drunk Driving,53,1
V2859,2859,Auto,Good,Distracted,59,3
V2860,2860,Car,Good,Distracted,23,1
V2861,2861,Auto,Poor,Normal,18,3
V2862,2862,Car,Good,Normal,46,5
V2863,2863,Bicycle,Average,Overspeeding,45,5
V2864,2864,Auto,Good,Fatigue,64,1
V2865,2865,Auto,Average,Overspeeding,39,2
V2866,2866,Van,Good,Overspeeding,29,1
V2867,2867,Truck,Good,Distracted,33,3
V2868,2868,Van,Average,Fatigue,22,4
V2869,2869,Car,Poor,Drunk Driving,33,5
V2870,2870,Car,Average,Overspeeding,31,1
V2871,2871,Car,Poor,Fatigue,48,3
V2872,2872,Auto,Poor,Fatigue,43,3
V2873,2873,Van,Poor,Overspeeding,51,1
V2874,2874,Car,Average,Overspeeding,56,2
V2875,2875,Van,Good,Fatigue,30,1
V2876,2876,Bus,Good,Drunk Driving,18,3
V2877,2877,Auto,Average,Drunk Driving,25,5
V2878,2878,Bus,Good,Overspeeding,53,3
V2879,2879,Van,Average,Overspeeding,19,3
V2880,2880,Bike,Poor,Fatigue,56,2
V2881,2881,Truck,Average,Distracted,54,2
V2882,2882,Bicycle,Average,Distracted,41,4
V2883,2883,Bus,Poor,Normal,31,3
V2884,2884,Bicycle,Average,Drunk Driving,19,1
V2885,2885,Bike,Average,Normal,44,4
V2886,2886,Van,Good,Overspeeding,46,5
V2887,2887,Bicycle,Good,Overspeeding,64,2
V2888,2888,Truck,Average,Normal,28,3
V2889,2889,Bus,Good,Overspeeding,43,1
V2890,2890,Bus,Poor,Fatigue,26,4
V2891,2891,Bike,Poor,Normal,34,1
V2892,2892,Truck,Good,Distracted,39,1
V2893,2893,Auto,Average,Overspeeding,40,1
V2894,2894,Van,Average,Drunk Driving,37,3
V2895,2895,Car,Good,Distracted,41,3
V2896,2896,Bicycle,Average,Drunk Driving,64,5
V2897,2897,Auto,Poor,Distracted,50,3
V2898,2898,Bus,Good,Fatigue,18,4
V2899,2899,Truck,Poor,Overspeeding,37,4
V2900,2900,Bike,Good,Distracted,30,4
V2901,2901,Bike,Good,Fatigue,23,1
V2902,2902,Bike,Average,Normal,30,2
V2903,2903,Van,Average,Fatigue,53,5
V2904,2904,Truck,Average,Drunk Driving,51,1
V2905,2905,Auto,Good,Distracted,47,4
V2906,2906,Bus,Poor,Overspeeding,22,3
V2907,2907,Auto,Good,Fatigue,42,3
V2908,2908,Bike,Average,Drunk Driving,38,5
V2909,2909,Auto,Good,Normal,50,1
V2910,2910,Car,Poor,Distracted,62,3
V2911,2911,Bicycle,Good,Overspeeding,34,4
V2912,2912,Auto,Poor,Drunk Driving,49,5
V2913,2913,Car,Average,Fatigue,36,3
V2914,2914,Bicycle,Average,Distracted,43,4
V2915,2915,Van,Good,Drunk Driving,37,2
V2916,2916,Van,Average,Fatigue,21,3
V2917,2917,Auto,Poor,Fatigue,47,2
V2918,2918,Van,Good,Overspeeding,30,4
V2919,2919,Auto,Good,Normal,30,5
V2920,2920,Auto,Good,Drunk Driving,52,1
V2921,2921,Van,Poor,Drunk Driving,47,2
V2922,2922,Car,Poor,Normal,52,4
V2923,2923,Van,Poor,Normal,20,3
V2924,2924,Bus,Good,Overspeeding,31,2
V2925,2925,Bicycle,Poor,Normal,60,1
V2926,2926,Auto,Good,Distracted,27,3
V2927,2927,Truck,Average,Normal,64,3
V2928,2928,Bus,Poor,Drunk Driving,48,3
V2929,2929,Van,Poor,Normal,50,3
V2930,2930,Van,Good,Drunk Driving,56,4
V2931,2931,Auto,Poor,Fatigue,25,3
V2932,2932,Van,Average,Distracted,41,3
V2933,2933,Bike,Poor,Normal,60,2
V2934,2934,Bus,Good,Overspeeding,60,3
V2935,2935,Bike,Poor,Overspeeding,25,2
V2936,2936,Truck,Good,Drunk Driving,22,1
V2937,2937,Car,Good,Normal,34,4
V2938,2938,Van,Good,Distracted,43,4
V2939,2939,Truck,Poor,Fatigue,47,3
V2940,2940,Van,Good,Fatigue,44,2
V2941,2941,Bus,Good,Distracted,65,3
V2942,2942,Auto,Average,Normal,20,2
V2943,2943,Van,Poor,Fatigue,54,3
V2944,2944,Bicycle,Good,Normal,25,4
V2945,2945,Truck,Poor,Overspeeding,27,3
V2946,2946,Car,Average,Drunk Driving,24,3
V2947,2947,Bicycle,Good,Drunk Driving,34,5
V2948,2948,Bicycle,Average,Normal,19,3
V2949,2949,Bike,Good,Fatigue,20,3
V2950,2950,Bus,Average,Overspeeding,26,2
V2951,2951,Car,Average,Fatigue,35,1
V2952,2952,Bicycle,Poor,Distracted,37,5
V2953,2953,Bus,Poor,Fatigue,65,4
V2954,2954,Bike,Good,Drunk Driving,58,1
V2955,2955,Bicycle,Good,Fatigue,30,2
V2956,2956,Van,Average,Drunk Driving,31,1
V2957,2957,Bike,Poor,Normal,43,3
V2958,2958,Car,Good,Normal,47,2
V2959,2959,Van,Poor,Normal,30,2
V2960,2960,Bike,Poor,Distracted,22,2
V2961,2961,Van,Poor,Distracted,48,4
V2962,2962,Van,Average,Overspeeding,63,2
V2963,2963,Car,Poor,Normal,53,3
V2964,2964,Van,Good,Normal,65,2
V2965,2965,Bus,Average,Normal,21,2
V2966,2966,Bicycle,Good,Fatigue,64,4
V2967,2967,Truck,Good,Normal,29,3
V2968,2968,Van,Good,Fatigue,30,3
V2969,2969,Auto,Average,Fatigue,43,5
V2970,2970,Bus,Poor,Fatigue,18,5
V2971,2971,Bike,Poor,Overspeeding,48,2
V2972,2972,Bicycle,Average,Distracted,44,3
V2973,2973,Bike,Good,Normal,24,3
V2974,2974,Car,Poor,Normal,56,5
V2975,2975,Bicycle,Good,Fatigue,20,4
V2976,2976,Truck,Poor,Normal,39,4
V2977,2977,Van,Average,Fatigue,18,3
V2978,2978,Car,Average,Overspeeding,62,4
V2979,2979,Van,Poor,Overspeeding,40,3
V2980,2980,Bike,Good,Normal,26,2
V2981,2981,Car,Average,Drunk Driving,29,3
V2982,2982,Van,Good,Fatigue,29,4
V2983,2983,Truck,Good,Overspeeding,35,1
V2984,2984,Truck,Average,Distracted,22,4
V2985,2985,Truck,Poor,Distracted,60,5
V2986,2986,Bus,Poor,Normal,33,4
V2987,2987,Bicycle,Poor,Distracted,43,4
V2988,2988,Truck,Average,Drunk Driving,35,5
V2989,2989,Car,Poor,Distracted,31,4
V2990,2990,Van,Poor,Fatigue,30,4
V2991,2991,Van,Good,Fatigue,30,3
V2992,2992,Auto,Poor,Normal,51,5
V2993,2993,Bike,Good,Distracted,62,2
V2994,2994,Car,Good,Overspeeding,18,1
V2995,2995,Car,Average,Fatigue,65,4
V2996,2996,Bicycle,Poor,Distracted,45,2
V2997,2997,Van,Poor,Distracted,27,5
V2998,2998,Bike,Good,Drunk Driving,37,5
V2999,2999,Bus,Average,Overspeeding,41,2
V3000,3000,Car,Good,Distracted,25,2
V3001,3001,Bicycle,Poor,Overspeeding,47,4
V3002,3002,Van,Average,Overspeeding,24,4
V3003,3003,Bicycle,Average,Overspeeding,44,4
V3004,3004,Bus,Average,Overspeeding,42,5
V3005,3005,Bicycle,Good,Normal,51,3
V3006,3006,Bus,Poor,Fatigue,65,3
V3007,3007,Bus,Average,Drunk Driving,43,2
V3008,3008,Bike,Poor,Fatigue,42,4
V3009,3009,Truck,Average,Drunk Driving,64,3
V3010,3010,Auto,Poor,Distracted,41,5
V3011,3011,Van,Good,Overspeeding,64,3
V3012,3012,Van,Average,Drunk Driving,34,1
V3013,3013,Auto,Average,Drunk Driving,26,1
V3014,3014,Car,Average,Drunk Driving,61,1
V3015,3015,Car,Poor,Fatigue,36,3
V3016,3016,Bicycle,Average,Fatigue,25,2
V3017,3017,Bicycle,Good,Overspeeding,63,3
V3018,3018,Van,Average,Drunk Driving,28,2
V3019,3019,Van,Average,Normal,26,3
V3020,3020,Car,Poor,Overspeeding,40,3
V3021,3021,Bus,Good,Normal,48,3
V3022,3022,Truck,Average,Fatigue,36,5
V3023,3023,Bike,Average,Overspeeding,39,1
V3024,3024,Truck,Poor,Distracted,52,1
V3025,3025,Auto,Poor,Fatigue,45,1
V3026,3026,Bike,Poor,Distracted,27,1
V3027,3027,Auto,Good,Drunk Driving,27,4
V3028,3028,Van,Poor,Overspeeding,42,4
V3029,3029,Bus,Average,Fatigue,37,5
V3030,3030,Auto,Average,Overspeeding,26,1
V3031,3031,Truck,Average,Overspeeding,42,1
V3032,3032,Auto,Poor,Overspeeding,53,2
V3033,3033,Truck,Poor,Overspeeding,38,5
V3034,3034,Bus,Average,Distracted,59,5
V3035,3035,Auto,Poor,Distracted,50,1
V3036,3036,Bus,Average,Drunk Driving,22,1
V3037,3037,Van,Poor,Distracted,47,2
V3038,3038,Bike,Good,Normal,37,5
V3039,3039,Truck,Good,Distracted,24,1
V3040,3040,Car,Poor,Normal,44,1
V3041,3041,Car,Poor,Fatigue,21,4
V3042,3042,Auto,Good,Fatigue,21,5
V3043,3043,Auto,Average,Fatigue,23,2
V3044,3044,Van,Poor,Distracted,51,3
V3045,3045,Car,Average,Drunk Driving,35,1
V3046,3046,Truck,Average,Distracted,36,3
V3047,3047,Truck,Good,Distracted,42,4
V3048,3048,Truck,Poor,Drunk Driving,50,1
V3049,3049,Truck,Average,Drunk Driving,47,4
V3050,3050,Truck,Average,Drunk Driving,62,4
V3051,3051,Auto,Average,Distracted,40,4
V3052,3052,Van,Average,Drunk Driving,50,5
V3053,3053,Truck,Good,Distracted,18,5
V3054,3054,Auto,Poor,Drunk Driving,51,1
V3055,3055,Bike,Poor,Drunk Driving,55,5
V3056,3056,Truck,Good,Distracted,49,5
V3057,3057,Car,Poor,Normal,56,5
V3058,3058,Bike,Poor,Fatigue,58,4
V3059,3059,Truck,Good,Distracted,55,4
V3060,3060,Car,Good,Normal,25,1
V3061,3061,Car,Good,Normal,22,4
V3062,3062,Bus,Poor,Normal,42,4
V3063,3063,Bus,Average,Fatigue,21,5
V3064,3064,Truck,Good,Fatigue,25,3
V3065,3065,Truck,Good,Normal,61,5
V3066,3066,Car,Average,Normal,63,5
V3067,3067,Bike,Average,Drunk Driving,36,3
V3068,3068,Van,Average,Overspeeding,31,2
V3069,3069,Bike,Average,Overspeeding,33,5
V3070,3070,Truck,Average,Distracted,24,5
V3071,3071,Bike,Poor,Normal,19,1
V3072,3072,Auto,Poor,Overspeeding,47,4
V3073,3073,Bike,Good,Fatigue,25,4
V3074,3074,Van,Good,Fatigue,46,3
V3075,3075,Bicycle,Poor,Overspeeding,30,3
V3076,3076,Auto,Good,Normal,45,2
V3077,3077,Auto,Good,Overspeeding,27,1
V3078,3078,Auto,Poor,Drunk Driving,40,4
V3079,3079,Bus,Average,Overspeeding,28,4
V3080,3080,Truck,Average,Overspeeding,52,5
V3081,3081,Auto,Poor,Fatigue,31,5
V3082,3082,Van,Average,Drunk Driving,47,3
